rank,major,degree_type,early_career_pay,mid_career_pay,high_meaning_pct,total_tuition_cost,salary_advantage,years_to_break_even,lifetime_advantage,category
518,Applied Management,Bachelors,50600.0,88000.0,62.0,106372,10600.0,10.035094339622642,1439628.0,Business & Economics
518,Social Studies,Bachelors,56600.0,88000.0,53.0,106372,16600.0,6.407951807228915,1499628.0,Humanities & Social Sciences
520,Communication Design,Bachelors,60600.0,87900.0,34.0,106372,20600.0,5.163689320388349,1536628.0,Arts & Communications
520,Romance Languages,Bachelors,59100.0,87900.0,57.0,106372,19100.0,5.569214659685864,1521628.0,Humanities & Social Sciences
522,Sociology & Anthropology,Bachelors,53300.0,87800.0,53.0,106372,13300.0,7.997894736842105,1460628.0,Other
523,Creative Writing,Bachelors,52800.0,87700.0,41.0,106372,12800.0,8.3103125,1452628.0,Other
523,Human Resources (HR),Bachelors,55500.0,87700.0,55.0,106372,15500.0,6.862709677419355,1479628.0,Other
525,Law Enforcement,Bachelors,55200.0,87400.0,64.0,106372,15200.0,6.998157894736842,1467628.0,Other
526,Criminal Justice Administration,Bachelors,53700.0,87300.0,61.0,106372,13700.0,7.764379562043795,1449628.0,Other
527,Marine Science,Bachelors,53600.0,87200.0,63.0,106372,13600.0,7.821470588235294,1445628.0,Sciences & Mathematics
527,Training and Development,Bachelors,61300.0,87200.0,,106372,21300.0,4.9939906103286384,1522628.0,Other
529,Advertising & Graphic Design,Bachelors,55100.0,87100.0,39.0,106372,15100.0,7.044503311258278,1457628.0,Arts & Communications
529,Technical & Scientific Communication,Bachelors,59200.0,87100.0,36.0,106372,19200.0,5.540208333333333,1498628.0,Arts & Communications
531,Natural Resources,Bachelors,56000.0,86800.0,57.0,106372,16000.0,6.64825,1457628.0,Other
532,Radiologic Technology,Bachelors,64000.0,86600.0,82.0,106372,24000.0,4.432166666666666,1531628.0,Other
533,Sports Administration,Bachelors,52500.0,86500.0,46.0,106372,12500.0,8.50976,1413628.0,Other
534,Broadcast Communication,Bachelors,48700.0,86400.0,47.0,106372,8700.0,12.226666666666667,1372628.0,Arts & Communications
535,Cultural Anthropology,Bachelors,56400.0,86300.0,49.0,106372,16400.0,6.48609756097561,1446628.0,Other
536,Human Resources Development,Bachelors,57000.0,86100.0,51.0,106372,17000.0,6.257176470588235,1446628.0,Other
537,Human Relations,Bachelors,53500.0,86000.0,59.0,106372,13500.0,7.879407407407407,1408628.0,Other
537,Merchandising,Bachelors,61000.0,86000.0,33.0,106372,21000.0,5.065333333333333,1483628.0,Other
537,Environmental Health Science,Bachelors,63000.0,86000.0,,106372,23000.0,4.6248695652173915,1503628.0,Sciences & Mathematics
540,Communication Management,Bachelors,54400.0,85900.0,45.0,106372,14400.0,7.3869444444444445,1414628.0,Business & Economics
540,Security Management,Bachelors,55500.0,85900.0,,106372,15500.0,6.862709677419355,1425628.0,Business & Economics
542,Administration,Bachelors,49700.0,85800.0,60.0,106372,9700.0,10.96618556701031,1364628.0,Other
542,Adult Education & Training,Bachelors,58000.0,85800.0,78.0,106372,18000.0,5.9095555555555555,1447628.0,Education
542,Health Care Management,Bachelors,53000.0,85800.0,74.0,106372,13000.0,8.182461538461538,1397628.0,Business & Economics
542,Medical Laboratory Technology,Bachelors,66700.0,85800.0,83.0,106372,26700.0,3.9839700374531835,1534628.0,Other
546,Multimedia & Web Design,Bachelors,57600.0,85700.0,31.0,106372,17600.0,6.043863636363636,1440628.0,Arts & Communications
546,Psychology,Bachelors,52800.0,85700.0,57.0,106372,12800.0,8.3103125,1392628.0,Other
548,Visual Communications,Bachelors,52800.0,85600.0,34.0,106372,12800.0,8.3103125,1389628.0,Arts & Communications
549,Emergency Management,Bachelors,58900.0,85500.0,76.0,106372,18900.0,5.628148148148148,1447628.0,Business & Economics
550,Natural Resource Management,Bachelors,54600.0,85300.0,53.0,106372,14600.0,7.285753424657535,1398628.0,Business & Economics
550,Hotel & Restaurant Management,Bachelors,56400.0,85300.0,49.0,106372,16400.0,6.48609756097561,1416628.0,Business & Economics
552,Anthropology,Bachelors,55200.0,85200.0,46.0,106372,15200.0,6.998157894736842,1401628.0,Other
552,Diagnostic Medical Imaging,Bachelors,70300.0,85200.0,74.0,106372,30300.0,3.510627062706271,1552628.0,Other
554,Middle Eastern Studies,Bachelors,67900.0,85100.0,46.0,106372,27900.0,3.8126164874551973,1525628.0,Other
554,Painting & Printmaking,Bachelors,40500.0,85100.0,44.0,106372,500.0,212.744,1251628.0,Other
556,Criminology,Bachelors,52200.0,85000.0,54.0,106372,12200.0,8.719016393442622,1365628.0,Other
556,New Media,Bachelors,53100.0,85000.0,37.0,106372,13100.0,8.12,1374628.0,Arts & Communications
558,Psychology & Social Behavior,Bachelors,53300.0,84900.0,59.0,106372,13300.0,7.997894736842105,1373628.0,Humanities & Social Sciences
559,Art & Design,Bachelors,53200.0,84700.0,39.0,106372,13200.0,8.058484848484849,1366628.0,Arts & Communications
560,Ecology,Bachelors,54700.0,84500.0,58.0,106372,14700.0,7.236190476190476,1375628.0,Other
560,Interior Design,Bachelors,53200.0,84500.0,51.0,106372,13200.0,8.058484848484849,1360628.0,Arts & Communications
560,Multidisciplinary Studies,Bachelors,51500.0,84500.0,53.0,106372,11500.0,9.249739130434783,1343628.0,Other
560,Hospitality Management,Bachelors,55400.0,84500.0,43.0,106372,15400.0,6.907272727272727,1382628.0,Business & Economics
564,Music,Bachelors,52700.0,84400.0,55.0,106372,12700.0,8.375748031496062,1352628.0,Arts & Communications
565,Health Sciences,Bachelors,52300.0,84300.0,70.0,106372,12300.0,8.648130081300813,1345628.0,Sciences & Mathematics
565,Sociology,Bachelors,54700.0,84300.0,55.0,106372,14700.0,7.236190476190476,1369628.0,Other
567,Physical Anthropology,Bachelors,57600.0,84100.0,,106372,17600.0,6.043863636363636,1392628.0,Other
568,Cardiopulmonary Science,Bachelors,58200.0,84000.0,92.0,106372,18200.0,5.844615384615385,1395628.0,Sciences & Mathematics
569,Archaeology,Bachelors,52700.0,83900.0,46.0,106372,12700.0,8.375748031496062,1337628.0,Other
569,Life Sciences,Bachelors,61100.0,83900.0,62.0,106372,21100.0,5.04132701421801,1421628.0,Sciences & Mathematics
569,SocialStudies,Bachelors,54200.0,83900.0,57.0,106372,14200.0,7.490985915492958,1352628.0,Humanities & Social Sciences
572,Communication Arts,Bachelors,49600.0,83800.0,40.0,106372,9600.0,11.080416666666666,1303628.0,Arts & Communications
573,Health Information Management,Bachelors,57200.0,83700.0,68.0,106372,17200.0,6.184418604651163,1376628.0,Business & Economics
573,Kinesiology,Bachelors,52600.0,83700.0,66.0,106372,12600.0,8.442222222222222,1330628.0,Other
573,Clinical Laboratory Science,Bachelors,63400.0,83700.0,82.0,106372,23400.0,4.545811965811966,1438628.0,Sciences & Mathematics
576,Spanish Language Teacher Education,Bachelors,56700.0,83600.0,,106372,16700.0,6.369580838323353,1368628.0,Education
577,Child Psychology,Bachelors,50500.0,83500.0,61.0,106372,10500.0,10.130666666666666,1303628.0,Other
577,Exercise Physiology,Bachelors,50600.0,83500.0,74.0,106372,10600.0,10.035094339622642,1304628.0,Other
577,Respiratory Care,Bachelors,63700.0,83500.0,85.0,106372,23700.0,4.488270042194093,1435628.0,Other
580,Art Therapy,Bachelors,47500.0,83400.0,83.0,106372,7500.0,14.182933333333333,1270628.0,Health & Medicine
580,Medical Laboratory Science,Bachelors,64900.0,83400.0,86.0,106372,24900.0,4.271967871485944,1444628.0,Sciences & Mathematics
580,Secondary Education,Bachelors,52100.0,83400.0,59.0,106372,12100.0,8.79107438016529,1316628.0,Education
580,Theater,Bachelors,52800.0,83400.0,48.0,106372,12800.0,8.3103125,1323628.0,Other
584,Hospital Administration,Bachelors,60100.0,83300.0,51.0,106372,20100.0,5.292139303482587,1393628.0,Other
584,Practical Nursing,Bachelors,72100.0,83300.0,80.0,106372,32100.0,3.3137694704049845,1513628.0,Health & Medicine
586,Health,Bachelors,51000.0,83200.0,70.0,106372,11000.0,9.670181818181819,1299628.0,Health & Medicine
586,Health Care Administration,Bachelors,53400.0,83200.0,68.0,106372,13400.0,7.938208955223881,1323628.0,Health & Medicine
588,Mass Media,Bachelors,47100.0,82900.0,46.0,106372,7100.0,14.981971830985916,1251628.0,Arts & Communications
589,Sustainability,Bachelors,56100.0,82700.0,58.0,106372,16100.0,6.60695652173913,1335628.0,Other
590,Radiography,Bachelors,64700.0,82600.0,82.0,106372,24700.0,4.306558704453441,1418628.0,Other
591,Media Communication,Bachelors,55000.0,82500.0,45.0,106372,15000.0,7.091466666666666,1318628.0,Arts & Communications
592,Applied Behavior Analysis,Bachelors,44700.0,82400.0,88.0,106372,4700.0,22.632340425531915,1212628.0,Other
592,Biological Anthropology,Bachelors,54900.0,82400.0,47.0,106372,14900.0,7.139060402684564,1314628.0,Other
592,Hotel & Restaurant Tourism,Bachelors,50200.0,82400.0,,106372,10200.0,10.428627450980391,1267628.0,Other
592,Respiratory Therapy,Bachelors,63800.0,82400.0,84.0,106372,23800.0,4.469411764705883,1403628.0,Health & Medicine
596,Radio & Television,Bachelors,50100.0,82100.0,39.0,106372,10100.0,10.531881188118811,1257628.0,Other
597,Recreation Management,Bachelors,50300.0,81900.0,60.0,106372,10300.0,10.327378640776699,1253628.0,Business & Economics
598,Humanities,Bachelors,58100.0,81800.0,55.0,106372,18100.0,5.876906077348067,1328628.0,Other
599,Computer Art,Bachelors,45400.0,81600.0,37.0,106372,5400.0,19.69851851851852,1195628.0,Engineering & Technology
600,Communications Technology,Bachelors,54100.0,81500.0,32.0,106372,14100.0,7.544113475177305,1279628.0,Arts & Communications
600,Psychiatry,Bachelors,65900.0,81500.0,,106372,25900.0,4.107027027027027,1397628.0,Other
602,Commercial Photography,Bachelors,50400.0,81300.0,26.0,106372,10400.0,10.228076923076923,1236628.0,Other
603,Fashion Design & Marketing,Bachelors,55300.0,81200.0,50.0,106372,15300.0,6.952418300653595,1282628.0,Business & Economics
603,Interdisciplinary Studies (IS),Bachelors,52200.0,81200.0,56.0,106372,12200.0,8.719016393442622,1251628.0,Other
603,Web Design,Bachelors,55500.0,81200.0,29.0,106372,15500.0,6.862709677419355,1284628.0,Arts & Communications
606,Legal Studies,Bachelors,55000.0,81100.0,52.0,106372,15000.0,7.091466666666666,1276628.0,Other
606,Nutrition & Dietetics,Bachelors,59000.0,81100.0,71.0,106372,19000.0,5.598526315789473,1316628.0,Other
608,Plant Sciences,Bachelors,57400.0,80900.0,56.0,106372,17400.0,6.113333333333333,1294628.0,Sciences & Mathematics
609,Graphic Design,Bachelors,52900.0,80800.0,38.0,106372,12900.0,8.245891472868218,1246628.0,Arts & Communications
609,Fine Arts,Bachelors,50400.0,80800.0,45.0,106372,10400.0,10.228076923076923,1221628.0,Arts & Communications
611,Liberal Studies,Bachelors,52800.0,80700.0,55.0,106372,12800.0,8.3103125,1242628.0,Other
611,Modern Languages,Bachelors,58900.0,80700.0,54.0,106372,18900.0,5.628148148148148,1303628.0,Humanities & Social Sciences
613,Religion,Bachelors,51900.0,80600.0,56.0,106372,11900.0,8.938823529411765,1230628.0,Other
614,Medical Technology,Bachelors,62800.0,80500.0,84.0,106372,22800.0,4.665438596491228,1336628.0,Other
615,Dietetics,Bachelors,59700.0,80300.0,73.0,106372,19700.0,5.399593908629441,1299628.0,Other
615,Health Administration,Bachelors,49500.0,80300.0,65.0,106372,9500.0,11.197052631578947,1197628.0,Health & Medicine
615,Missions,Bachelors,46700.0,80300.0,,106372,6700.0,15.876417910447762,1169628.0,Other
618,Applied Sociology,Bachelors,48900.0,80100.0,59.0,106372,8900.0,11.95191011235955,1185628.0,Other
619,Criminal Justice,Bachelors,50000.0,80000.0,56.0,106372,10000.0,10.6372,1193628.0,Other
620,Ornamental Horticulture,Bachelors,47400.0,79800.0,67.0,106372,7400.0,14.374594594594594,1161628.0,Other
620,Physical Geography,Bachelors,56100.0,79800.0,58.0,106372,16100.0,6.60695652173913,1248628.0,Other
622,Landscape Management,Bachelors,61100.0,79600.0,,106372,21100.0,5.04132701421801,1292628.0,Business & Economics
622,Ministry,Bachelors,42700.0,79600.0,79.0,106372,2700.0,39.39703703703704,1108628.0,Other
622,Public Health (PH),Bachelors,54000.0,79600.0,70.0,106372,14000.0,7.598,1221628.0,Health & Medicine
625,Speech-Language Pathology,Bachelors,51400.0,79400.0,68.0,106372,11400.0,9.330877192982456,1189628.0,Humanities & Social Sciences
626,Drawing,Bachelors,44300.0,79300.0,36.0,106372,4300.0,24.73767441860465,1115628.0,Other
627,Health & Fitness,Bachelors,45300.0,79200.0,71.0,106372,5300.0,20.070188679245284,1122628.0,Health & Medicine
628,Forensic Psychology,Bachelors,49700.0,79100.0,57.0,106372,9700.0,10.96618556701031,1163628.0,Other
628,Pastoral Studies,Bachelors,60800.0,79100.0,,106372,20800.0,5.1140384615384615,1274628.0,Other
630,Culture Studies,Bachelors,53500.0,79000.0,55.0,106372,13500.0,7.879407407407407,1198628.0,Other
631,Foods & Nutrition,Bachelors,54500.0,78900.0,67.0,106372,14500.0,7.336,1205628.0,Other
631,Women's Studies,Bachelors,52500.0,78900.0,60.0,106372,12500.0,8.50976,1185628.0,Other
631,Forensic Accounting,Bachelors,56200.0,78900.0,48.0,106372,16200.0,6.566172839506173,1222628.0,Business & Economics
634,Animal Science,Bachelors,48300.0,78800.0,66.0,106372,8300.0,12.81590361445783,1140628.0,Sciences & Mathematics
635,Performing Arts,Bachelors,52900.0,78600.0,57.0,106372,12900.0,8.245891472868218,1180628.0,Arts & Communications
636,Education,Bachelors,52200.0,78500.0,65.0,106372,12200.0,8.719016393442622,1170628.0,Education
637,African American & African Studies,Bachelors,55900.0,78400.0,60.0,106372,15900.0,6.690062893081761,1204628.0,Other
638,Hospitality & Tourism,Bachelors,53200.0,78200.0,41.0,106372,13200.0,8.058484848484849,1171628.0,Other
638,Modern Language Spanish,Bachelors,52400.0,78200.0,65.0,106372,12400.0,8.578387096774193,1163628.0,Humanities & Social Sciences
640,Arts & Science,Bachelors,53300.0,77900.0,,106372,13300.0,7.997894736842105,1163628.0,Sciences & Mathematics
641,Nutrition Science,Bachelors,57800.0,77800.0,69.0,106372,17800.0,5.975955056179775,1205628.0,Sciences & Mathematics
642,Speech Pathology & Audiology,Bachelors,53100.0,77700.0,78.0,106372,13100.0,8.12,1155628.0,Other
643,Media Production,Bachelors,50800.0,77600.0,36.0,106372,10800.0,9.84925925925926,1129628.0,Arts & Communications
643,Small Business Management,Bachelors,54000.0,77600.0,36.0,106372,14000.0,7.598,1161628.0,Business & Economics
645,Painting,Bachelors,48500.0,77500.0,45.0,106372,8500.0,12.51435294117647,1103628.0,Other
645,Social Science Teacher Education,Bachelors,53100.0,77500.0,,106372,13100.0,8.12,1149628.0,Sciences & Mathematics
645,Network Technology,Bachelors,64100.0,77500.0,66.0,106372,24100.0,4.4137759336099585,1259628.0,Other
648,Psychology & Sociology,Bachelors,50700.0,77400.0,54.0,106372,10700.0,9.941308411214953,1122628.0,Other
649,Music Composition,Bachelors,51200.0,77300.0,53.0,106372,11200.0,9.4975,1124628.0,Arts & Communications
649,Video Production,Bachelors,48900.0,77300.0,33.0,106372,8900.0,11.95191011235955,1101628.0,Other
651,Dramatic Art,Bachelors,50000.0,76700.0,,106372,10000.0,10.6372,1094628.0,Arts & Communications
652,Mortuary Science,Bachelors,49100.0,76600.0,80.0,106372,9100.0,11.68923076923077,1082628.0,Sciences & Mathematics
652,Technical Theatre,Bachelors,48000.0,76600.0,42.0,106372,8000.0,13.2965,1071628.0,Other
654,Family & Consumer Science,Bachelors,51300.0,76500.0,61.0,106372,11300.0,9.413451327433629,1101628.0,Sciences & Mathematics
654,Radio Broadcasting,Bachelors,53100.0,76500.0,41.0,106372,13100.0,8.12,1119628.0,Other
654,Theology,Bachelors,51800.0,76500.0,67.0,106372,11800.0,9.01457627118644,1106628.0,Other
657,Health Studies,Bachelors,50900.0,76400.0,64.0,106372,10900.0,9.758899082568808,1094628.0,Health & Medicine
658,Consumer Affairs,Bachelors,59500.0,76200.0,44.0,106372,19500.0,5.454974358974359,1174628.0,Other
659,Vocal Performance,Bachelors,49900.0,76100.0,63.0,106372,9900.0,10.744646464646465,1075628.0,Other
660,Art,Bachelors,51000.0,76000.0,46.0,106372,11000.0,9.670181818181819,1083628.0,Arts & Communications
661,Behavioral Science,Bachelors,50800.0,75900.0,61.0,106372,10800.0,9.84925925925926,1078628.0,Sciences & Mathematics
661,Health Services Administration,Bachelors,50100.0,75900.0,64.0,106372,10100.0,10.531881188118811,1071628.0,Health & Medicine
663,General Studies,Bachelors,51300.0,75800.0,54.0,106372,11300.0,9.413451327433629,1080628.0,Other
663,Photography,Bachelors,51300.0,75800.0,39.0,106372,11300.0,9.413451327433629,1080628.0,Other
665,Exercise & Sports Science,Bachelors,49500.0,75700.0,70.0,106372,9500.0,11.197052631578947,1059628.0,Sciences & Mathematics
665,Forensic Science,Bachelors,53600.0,75700.0,62.0,106372,13600.0,7.821470588235294,1100628.0,Sciences & Mathematics
665,History Teacher Education,Bachelors,53000.0,75700.0,48.0,106372,13000.0,8.182461538461538,1094628.0,Education
668,International Trade,Bachelors,55700.0,75600.0,44.0,106372,15700.0,6.775286624203821,1118628.0,Other
669,Restaurant & Food Service Management,Bachelors,50600.0,75500.0,40.0,106372,10600.0,10.035094339622642,1064628.0,Business & Economics
670,Health & Physical Education Teaching,Bachelors,46600.0,75300.0,63.0,106372,6600.0,16.116969696969697,1018628.0,Health & Medicine
671,Justice Studies,Bachelors,53800.0,75200.0,50.0,106372,13800.0,7.708115942028986,1087628.0,Other
672,Tourism & Travel,Bachelors,46700.0,75100.0,38.0,106372,6700.0,15.876417910447762,1013628.0,Other
673,Culinary Arts,Bachelors,47800.0,74900.0,56.0,106372,7800.0,13.637435897435898,1018628.0,Arts & Communications
673,Physical Education Teaching,Bachelors,49700.0,74900.0,69.0,106372,9700.0,10.96618556701031,1037628.0,Education
675,Physical Therapist Assistant Studies,Bachelors,56800.0,74800.0,,106372,16800.0,6.331666666666667,1105628.0,Other
676,Graphic Arts,Bachelors,49800.0,74600.0,45.0,106372,9800.0,10.854285714285714,1029628.0,Arts & Communications
677,Interior Design & Merchandising,Bachelors,51700.0,74300.0,43.0,106372,11700.0,9.091623931623932,1039628.0,Arts & Communications
677,Supervision & Management,Bachelors,49500.0,74300.0,60.0,106372,9500.0,11.197052631578947,1017628.0,Business & Economics
679,Event Management,Bachelors,49800.0,74100.0,41.0,106372,9800.0,10.854285714285714,1014628.0,Business & Economics
679,Health & Wellness,Bachelors,46800.0,74100.0,69.0,106372,6800.0,15.642941176470588,984628.0,Health & Medicine
679,Music Industry,Bachelors,54500.0,74100.0,37.0,106372,14500.0,7.336,1061628.0,Arts & Communications
682,Clinical Psychology,Bachelors,49300.0,74000.0,66.0,106372,9300.0,11.437849462365591,1006628.0,Other
682,Recreation Administration,Bachelors,55500.0,74000.0,64.0,106372,15500.0,6.862709677419355,1068628.0,Other
684,Health & Exercise Science,Bachelors,48300.0,73900.0,66.0,106372,8300.0,12.81590361445783,993628.0,Sciences & Mathematics
684,Physical Education & Exercise Science,Bachelors,52600.0,73900.0,71.0,106372,12600.0,8.442222222222222,1036628.0,Sciences & Mathematics
686,Recreation & Leisure Studies,Bachelors,48400.0,73800.0,60.0,106372,8400.0,12.663333333333334,991628.0,Other
687,Ceramics,Bachelors,51100.0,73700.0,46.0,106372,11100.0,9.583063063063063,1015628.0,Other
687,Culinary Arts & Food Service Management,Bachelors,49800.0,73700.0,47.0,106372,9800.0,10.854285714285714,1002628.0,Business & Economics
689,Secondary English Teacher Education,Bachelors,51700.0,73600.0,62.0,106372,11700.0,9.091623931623932,1018628.0,Education
690,Family & Community Services,Bachelors,49700.0,73500.0,75.0,106372,9700.0,10.96618556701031,995628.0,Other
691,Instrumental Music Teacher Education,Bachelors,51100.0,73200.0,69.0,106372,11100.0,9.583063063063063,1000628.0,Education
692,Health Services Management,Bachelors,48900.0,73100.0,87.0,106372,8900.0,11.95191011235955,975628.0,Business & Economics
693,Exercise Science,Bachelors,48900.0,72900.0,72.0,106372,8900.0,11.95191011235955,969628.0,Sciences & Mathematics
693,English Teacher Education,Bachelors,50300.0,72900.0,58.0,106372,10300.0,10.327378640776699,983628.0,Education
693,Paralegal Studies,Bachelors,47300.0,72900.0,49.0,106372,7300.0,14.57150684931507,953628.0,Other
696,Audio Production,Bachelors,51300.0,72600.0,44.0,106372,11300.0,9.413451327433629,984628.0,Other
697,Community Health,Bachelors,54300.0,72400.0,72.0,106372,14300.0,7.438601398601398,1008628.0,Health & Medicine
697,Photojournalism,Bachelors,48200.0,72400.0,55.0,106372,8200.0,12.97219512195122,947628.0,Other
699,Fashion & Retail Management,Bachelors,57300.0,72300.0,31.0,106372,17300.0,6.148670520231214,1035628.0,Business & Economics
700,Dance,Bachelors,51800.0,72000.0,60.0,106372,11800.0,9.01457627118644,971628.0,Other
701,Conservation Biology,Bachelors,49400.0,71600.0,53.0,106372,9400.0,11.316170212765957,935628.0,Sciences & Mathematics
702,Parks & Recreation Management,Bachelors,49700.0,71500.0,60.0,106372,9700.0,10.96618556701031,935628.0,Business & Economics
703,Deaf Studies,Bachelors,43300.0,71300.0,,106372,3300.0,32.233939393939394,865628.0,Other
703,Music Teacher Education,Bachelors,49600.0,71300.0,58.0,106372,9600.0,11.080416666666666,928628.0,Education
703,Tourism Management,Bachelors,51400.0,71300.0,39.0,106372,11400.0,9.330877192982456,946628.0,Business & Economics
706,Teaching English as a Second Language (ESL),Bachelors,49900.0,70900.0,65.0,106372,9900.0,10.744646464646465,919628.0,Education
707,Organizational Administration,Bachelors,52600.0,70700.0,,106372,12600.0,8.442222222222222,940628.0,Other
708,Wildlife Biology,Bachelors,50200.0,70400.0,57.0,106372,10200.0,10.428627450980391,907628.0,Sciences & Mathematics
709,Educational Studies (ED),Bachelors,46900.0,70300.0,66.0,106372,6900.0,15.416231884057972,871628.0,Education
709,Elementary Special Education,Bachelors,52500.0,70300.0,82.0,106372,12500.0,8.50976,927628.0,Education
711,Horticulture,Bachelors,49900.0,70100.0,56.0,106372,9900.0,10.744646464646465,895628.0,Other
712,Gender Studies,Bachelors,52700.0,70000.0,54.0,106372,12700.0,8.375748031496062,920628.0,Other
712,Landscape Design,Bachelors,57900.0,70000.0,70.0,106372,17900.0,5.942569832402235,972628.0,Arts & Communications
712,Wildlife Management,Bachelors,45800.0,70000.0,46.0,106372,5800.0,18.34,851628.0,Business & Economics
715,Community Development,Bachelors,53000.0,69600.0,70.0,106372,13000.0,8.182461538461538,911628.0,Other
715,Emergency Medical Services (EMS),Bachelors,48100.0,69600.0,,106372,8100.0,13.132345679012346,862628.0,Other
717,Biblical Studies & Practical Ministries,Bachelors,44300.0,69200.0,,106372,4300.0,24.73767441860465,812628.0,Other
717,Community Health Education,Bachelors,50100.0,69200.0,69.0,106372,10100.0,10.531881188118811,870628.0,Health & Medicine
717,Recording Arts,Bachelors,53400.0,69200.0,56.0,106372,13400.0,7.938208955223881,903628.0,Arts & Communications
720,Health Promotion,Bachelors,49500.0,69000.0,71.0,106372,9500.0,11.197052631578947,858628.0,Health & Medicine
720,Social Studies Teacher Education,Bachelors,50900.0,69000.0,62.0,106372,10900.0,9.758899082568808,872628.0,Education
722,Athletic Training,Bachelors,49100.0,68900.0,75.0,106372,9100.0,11.68923076923077,851628.0,Other
722,Pastoral Ministry,Bachelors,45800.0,68900.0,75.0,106372,5800.0,18.34,818628.0,Other
724,Communication Sciences & Disorders,Bachelors,52000.0,68700.0,74.0,106372,12000.0,8.864333333333333,874628.0,Sciences & Mathematics
725,Speech & Hearing,Bachelors,53200.0,68600.0,70.0,106372,13200.0,8.058484848484849,883628.0,Other
726,Sculpture,Bachelors,46000.0,68200.0,49.0,106372,6000.0,17.728666666666665,799628.0,Other
727,Church Ministries,Bachelors,43300.0,67400.0,80.0,106372,3300.0,32.233939393939394,748628.0,Other
728,Biblical Studies,Bachelors,48400.0,67300.0,69.0,106372,8400.0,12.663333333333334,796628.0,Other
729,Horticulture & Agronomy,Bachelors,60700.0,67200.0,,106372,20700.0,5.138743961352657,916628.0,Other
730,Bible Studies & Theology,Bachelors,46300.0,67000.0,68.0,106372,6300.0,16.884444444444444,766628.0,Other
731,Human Development & Family Studies,Bachelors,47000.0,66400.0,64.0,106372,7000.0,15.196,755628.0,Other
732,Family Studies,Bachelors,46300.0,66100.0,59.0,106372,6300.0,16.884444444444444,739628.0,Other
732,Legal Assistant Studies,Bachelors,43300.0,66100.0,39.0,106372,3300.0,32.233939393939394,709628.0,Other
734,Christian Ministry,Bachelors,44300.0,65200.0,75.0,106372,4300.0,24.73767441860465,692628.0,Other
735,Health and Human Services,Bachelors,50600.0,65100.0,65.0,106372,10600.0,10.035094339622642,752628.0,Health & Medicine
735,Voice & Opera,Bachelors,39600.0,65100.0,52.0,106372,-400.0,999.0,642628.0,Other
737,Home Economics,Bachelors,49200.0,65000.0,69.0,106372,9200.0,11.562173913043479,735628.0,Business & Economics
737,Special Education,Bachelors,48400.0,65000.0,74.0,106372,8400.0,12.663333333333334,727628.0,Education
739,Music Therapy,Bachelors,49400.0,64900.0,95.0,106372,9400.0,11.316170212765957,734628.0,Health & Medicine
740,Rehabilitation Services,Bachelors,43600.0,64700.0,76.0,106372,3600.0,29.547777777777778,670628.0,Other
741,Developmental Psychology,Bachelors,44200.0,63700.0,,106372,4200.0,25.326666666666668,646628.0,Other
741,Youth Ministry,Bachelors,44000.0,63700.0,76.0,106372,4000.0,26.593,644628.0,Other
743,Educational Psychology,Bachelors,48100.0,63600.0,,106372,8100.0,13.132345679012346,682628.0,Education
744,Community & Human Services,Bachelors,49500.0,63200.0,79.0,106372,9500.0,11.197052631578947,684628.0,Other
744,Therapeutic Recreation,Bachelors,46700.0,63200.0,83.0,106372,6700.0,15.876417910447762,656628.0,Other
746,Social Work (SW),Bachelors,45000.0,63000.0,77.0,106372,5000.0,21.2744,633628.0,Humanities & Social Sciences
747,Elementary Education,Bachelors,47300.0,62500.0,68.0,106372,7300.0,14.57150684931507,641628.0,Education
748,Office Administration,Bachelors,45600.0,62300.0,68.0,106372,5600.0,18.995,618628.0,Other
749,Christian Education,Bachelors,47200.0,62200.0,84.0,106372,7200.0,14.773888888888889,631628.0,Education
750,Human Services (HS),Bachelors,45800.0,61400.0,71.0,106372,5800.0,18.34,593628.0,Other
751,Child Development,Bachelors,43400.0,60400.0,74.0,106372,3400.0,31.285882352941176,539628.0,Other
752,Middle School Education,Bachelors,49900.0,60200.0,76.0,106372,9900.0,10.744646464646465,598628.0,Education
753,Recreational Therapy,Bachelors,45700.0,58900.0,82.0,106372,5700.0,18.66175438596491,517628.0,Health & Medicine
754,Early Childhood & Elementary Education,Bachelors,44900.0,58000.0,77.0,106372,4900.0,21.708571428571428,482628.0,Education
755,Outdoor Education,Bachelors,43400.0,56900.0,47.0,106372,3400.0,31.285882352941176,434628.0,Education
756,Baking & Pastry Arts,Bachelors,43700.0,56500.0,38.0,106372,3700.0,28.749189189189188,425628.0,Arts & Communications
757,Child & Family Studies,Bachelors,42900.0,55300.0,73.0,106372,2900.0,36.68,381628.0,Other
758,Mental Health,Bachelors,44100.0,54500.0,79.0,106372,4100.0,25.94439024390244,369628.0,Health & Medicine
759,Equine Studies,Bachelors,42300.0,54100.0,50.0,106372,2300.0,46.248695652173915,339628.0,Other
760,Nonprofit Administration,Bachelors,43900.0,53700.0,73.0,106372,3900.0,27.274871794871796,343628.0,Other
761,Addictions Counseling,Bachelors,47300.0,52400.0,78.0,106372,7300.0,14.57150684931507,338628.0,Other
762,Early Childhood Education,Bachelors,43400.0,52200.0,78.0,106372,3400.0,31.285882352941176,293628.0,Education
